laureate_id,Birth_Date,Birth_City,Birth_Country,Birth_Lat,Birth_Lon,Gender,Affiliation_Name,Award_City,Award_Country,Award_Lat,Award_Lon
658,1905-07-25,Ruse,Bulgaria,43.844532,25.953907,male,,,,,
695,1918-03-05,"Champaign, IL",USA,40.112778,-88.261111,male,Yale University,"New Haven, CT",USA,39.828175,-98.5795
257,1918-10-04,Nara,Japan,34.685194,135.832944,male,Kyoto University,Kyoto,Japan,35.0,136.0
258,1937-07-18,Zloczov,Poland,49.809226,24.901322,male,Cornell University,"Ithaca, NY",USA,39.828175,-98.5795
419,1920-10-29,Caracas,Venezuela,10.485229,-66.905482,male,Harvard Medical School,"Boston, MA",USA,39.828175,-98.5795
420,1916-10-19,Toulouse,France,43.604154,1.442453,male,"Université de Paris, Laboratoire Immuno-Hématologie",Paris,France,47.0,2.0
421,1903-12-19,"Bradford, MA",USA,42.769444,-71.075833,male,Jackson Laboratory,"Bar Harbor, ME",USA,39.828175,-98.5795
116,1931-09-29,"Chicago, IL",USA,41.876228,-87.638416,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
117,1923-03-10,"Merriman, NE",USA,42.919723,-101.700703,male,Princeton University,"Princeton, NJ",USA,39.828175,-98.5795
541,1931-11-26,Buenos Aires,Argentina,-34.603443,-58.396729,male,,,,,
657,1911-06-30,Śeteniai,Russian Empire,55.394722,24.032778,male,,,,,
694,1920-09-14,"Omaha, NE",USA,41.258611,-95.9375,male,University of Pennsylvania,"Philadelphia, PA",USA,39.828175,-98.5795
254,1926-06-30,"New York, NY",USA,40.715758,-74.0113,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
255,1932-03-21,"Boston, MA",USA,42.36042,-71.05681,male,"Harvard University, Biological Laboratories","Cambridge, MA",USA,39.828175,-98.5795
222,1918-08-13,Rendcombe,United Kingdom,51.785,-1.975,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
417,1924-02-23,Johannesburg,South Africa,-26.205387,28.045515,male,Tufts University,"Medford, MA",USA,39.828175,-98.5795
418,1919-08-28,Newark,United Kingdom,53.0765,-0.81,male,"Central Research Laboratories, EMI",London,United Kingdom,54.6,-2.0
113,1932-12-05,"New York, NY",USA,40.715758,-74.0113,male,"Harvard University, Lyman Laboratory","Cambridge, MA",USA,39.828175,-98.5795
114,1926-01-29,Jhang Maghiāna,India,31.268056,72.318056,male,International Centre for Theoretical Physics,Trieste,Italy,42.5,12.5
115,1933-05-03,"New York, NY",USA,40.715758,-74.0113,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
540,1910-08-26,Uskup,Ottoman Empire,41.996111,21.431667,female,,,,,
655,1911-11-02,Iráklion,Crete,35.340278,25.134444,male,,,,,
692,1902-04-30,"Arlington, SD",USA,44.364444,-97.134722,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
693,1915-01-23,Castries,British West Indies,14.016667,-60.983333,male,Princeton University,"Princeton, NJ",USA,39.828175,-98.5795
252,1912-05-22,London,United Kingdom,51.510235,-0.120852,male,Purdue University,"West Lafayette, IN",USA,39.828175,-98.5795
253,1897-06-16,Berlin,Germany,52.522265,13.406852,male,University of Heidelberg,Heidelberg,Germany,51.0,10.0
414,1929-06-03,Gränichen,Switzerland,47.363636,8.092984,male,Biozentrum der Universität,Basel,Switzerland,46.798562,8.231973
415,1928-10-30,"Wilmington, DE",USA,39.74413,-75.548713,male,Johns Hopkins University School of Medicine,"Baltimore, MD",USA,39.828175,-98.5795
416,1931-08-23,"New York, NY",USA,40.715758,-74.0113,male,Johns Hopkins University School of Medicine,"Baltimore, MD",USA,39.828175,-98.5795
110,1894-07-09,Kronshtadt,Russian Empire,59.990833,29.774722,male,Academy of Sciences,Moscow,Russia,66.416667,94.25
111,1933-04-26,Munich,Germany,48.134703,11.581995,male,Bell Laboratories,"Holmdel, NJ",USA,39.828175,-98.5795
112,1936-01-10,"Houston, TX",USA,29.769539,-95.389817,male,Bell Laboratories,"Holmdel, NJ",USA,39.828175,-98.5795
538,1918-12-25,Mit Abu al-Kawm,Egypt,30.636667,30.913889,male,,,,,
539,1913-08-16,Brest Litovsk,Russian Empire,52.099275,23.766053,male,,,,,
654,1904-07-14,Leoncin,Russian Empire,52.393567,20.533848,male,,,,,
691,1916-06-15,"Milwaukee, WI",USA,43.05,-87.95,male,Carnegie Mellon University,"Pittsburgh, PA",USA,39.828175,-98.5795
251,1920-09-29,Mitcham,United Kingdom,51.400833,-0.151667,male,Glynn Research Laboratories,Bodmin,United Kingdom,54.6,-2.0
411,1924-01-11,Dijon,France,47.320903,5.041144,male,The Salk Institute,"San Diego, CA",USA,39.828175,-98.5795
412,1926-11-30,Wilno,Poland,54.687046,25.282911,male,Veterans Administration Hospital,"New Orleans, LA",USA,39.828175,-98.5795
413,1921-07-19,"New York, NY",USA,40.715758,-74.0113,female,Veterans Administration Hospital,"Bronx, NY",USA,39.828175,-98.5795
107,1923-12-13,"Indianapolis, IN",USA,39.768611,-86.158056,male,Bell Telephone Laboratories,"Murray Hill, NJ",USA,39.828175,-98.5795
108,1905-09-30,Leeds,United Kingdom,53.7975,-1.543611,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
109,1899-03-13,"Middletown, CT",USA,41.562222,-72.651111,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
653,1898-04-26,Sevilla,Spain,37.389092,-5.984459,male,,,,,
689,1899-04-23,Klippan,Sweden,56.134611,13.1474,male,Stockholm School of Economics,Stockholm,Sweden,61.0,15.0
690,1907-06-23,Swanage,United Kingdom,50.61,-1.96,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
250,1917-01-25,Moscow,Russia,55.741387,37.618892,male,Université Libre de Bruxelles,Brussels,Belgium,50.641111,4.668056
409,1925-07-28,"New York, NY",USA,40.715758,-74.0113,male,The Institute for Cancer Research,"Philadelphia, PA",USA,39.828175,-98.5795
410,1923-09-09,"Yonkers, NY",USA,40.941389,-73.864444,male,National Institutes of Health,"Bethesda, MD",USA,39.828175,-98.5795
105,1931-03-22,"Brooklyn, NY",USA,40.676379,-73.949819,male,Stanford Linear Accelerator Center,"Stanford, CA",USA,39.828175,-98.5795
106,1936-01-27,"Ann Arbor, MI",USA,42.281061,-83.745758,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
535,1943-05-22,Belfast,Northern Ireland,54.596439,-5.930276,female,,,,,
536,1944-01-27,Belfast,Northern Ireland,54.596439,-5.930276,female,,,,,
652,1915-06-10,Montreal,Canada,45.502786,-73.569058,male,,,,,
688,1912-07-31,"Brooklyn, NY",USA,40.676379,-73.949819,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
249,1919-12-09,"Cleveland, OH",USA,41.496386,-81.710675,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
406,1938-03-07,"New York, NY",USA,40.715758,-74.0113,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
407,1914-02-22,Catanzaro,Italy,38.909244,16.588033,male,Imperial Cancer Research Fund Laboratory,London,United Kingdom,54.6,-2.0
408,1934-12-10,"Philadelphia, PA",USA,39.957132,-75.174342,male,University of Wisconsin,"Madison, WI",USA,39.828175,-98.5795
102,1922-06-19,Copenhagen,Denmark,55.678127,12.572532,male,Niels Bohr Institute,Copenhagen,Denmark,56.0,10.0
103,1926-07-09,"Chicago, IL",USA,41.876228,-87.638416,male,Nordita,Copenhagen,Denmark,56.0,10.0
104,1917-12-09,"Council, ID",USA,44.73,-116.436111,male,Columbia University,"New York, NY",USA,39.828175,-98.5795
534,1921-05-21,Moscow,Russia,55.741387,37.618892,male,,,,,
651,1896-10-12,Genoa,Italy,44.405804,8.948925,male,,,,,
686,1912-01-19,St. Petersburg,Russian Empire,59.956651,30.333547,male,Academy of Sciences,Moscow,Russia,66.416667,94.25
687,1910-08-28,'s Graveland,the Netherlands,52.243889,5.121111,male,Yale University,"New Haven, CT",USA,39.828175,-98.5795
247,1917-09-07,Sydney,Australia,-33.854816,151.216461,male,University of Sussex,Brighton,United Kingdom,54.6,-2.0
248,1906-07-23,Sarajevo,Austria-Hungary,43.856076,18.411485,male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,46.798562,8.231973
403,1898-08-24,Longlier,Belgium,,,male,Université Catholique de Louvain,Louvain,Belgium,50.641111,4.668056
404,1917-10-02,Thames Ditton,United Kingdom,51.394806,-0.341306,male,Rockefeller University,"New York, NY",USA,39.828175,-98.5795
405,1912-11-19,Iasi,Romania,47.156108,27.601732,male,"Yale University, School of Medicine","New Haven, CT",USA,39.828175,-98.5795
100,1918-09-27,Brighton,United Kingdom,50.82442,-0.143821,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
101,1924-05-11,Fowey,United Kingdom,50.335777,-4.636595,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
532,1904-01-26,Paris,France,48.860093,2.355954,male,,,,,
533,1901-03-27,Tabuse,Japan,33.954694,132.041417,male,,,,,
649,1900-07-29,Svartbjörnsbyn,Sweden,,,male,,,,,
650,1904-05-06,Jämshög,Sweden,56.241128,14.534071,male,,,,,
684,1898-12-06,Skattungbyn,Sweden,61.184779,14.851104,male,,,,,
685,1899-05-08,Vienna,Austria,48.207646,16.372793,male,,,,,
246,1910-06-19,"Sterling, IL",USA,41.799614,-89.695482,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
400,1886-11-20,Vienna,Austria,48.207646,16.372793,male,Zoologisches Institut der Universität München,Munich,Germany,51.0,10.0
401,1903-11-07,Vienna,Austria,48.207646,16.372793,male,"Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie",Altenberg; Grünau im Almtal,Austria,48.0,14.0
402,1907-04-15,the Hague,the Netherlands,52.070359,4.300254,male,University of Oxford,Oxford,United Kingdom,54.6,-2.0
97,1925-03-12,Osaka,Japan,34.693756,135.50145,male,IBM Thomas J. Watson Research Center,"Yorktown Heights, NY",USA,39.828175,-98.5795
98,1929-04-05,Bergen,Norway,60.391055,5.320927,male,General Electric Company,"Schenectady, NY",USA,39.828175,-98.5795
99,1940-01-04,Cardiff,United Kingdom,51.484043,-3.169346,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
530,1923-05-27,Fürth,Germany,49.478085,10.988187,male,,,,,
531,1911-10-14,Nam Ha province,Vietnam,20.533333,105.966667,male,,,,,
648,1912-05-28,London,United Kingdom,51.510235,-0.120852,male,,,,,
683,1906-08-05,St. Petersburg,Russia,59.956651,30.333547,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
244,1918-11-10,Munich,Germany,48.134703,11.581995,male,Technical University,Munich,Germany,51.0,10.0
245,1921-07-14,Todmorden,United Kingdom,53.713056,-2.096111,male,Imperial College,London,United Kingdom,54.6,-2.0
398,1929-07-01,"New York, NY",USA,40.715758,-74.0113,male,Rockefeller University,"New York, NY",USA,39.828175,-98.5795
399,1917-10-08,Newton-le-Willows,United Kingdom,53.45,-2.633056,male,University of Oxford,Oxford,United Kingdom,54.6,-2.0
66,1908-05-23,"Madison, WI",USA,43.071835,-89.386688,male,University of Illinois,"Urbana, IL",USA,39.828175,-98.5795
95,1930-02-28,"New York, NY",USA,40.715758,-74.0113,male,Brown University,"Providence, RI",USA,39.828175,-98.5795
96,1931-05-31,"Oak Park, IL",USA,41.888333,-87.789444,male,University of Pennsylvania,"Philadelphia, PA",USA,39.828175,-98.5795
647,1917-12-21,Cologne,Germany,50.938552,6.957702,male,,,,,
681,1904-04-08,Warwick,United Kingdom,52.28,-1.59,male,All Souls College,Oxford,United Kingdom,54.6,-2.0
682,1921-08-23,"New York, NY",USA,40.715758,-74.0113,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
241,1916-03-26,"Monessen, PA",USA,40.154194,-79.882806,male,National Institutes of Health,"Bethesda, MD",USA,39.828175,-98.5795
242,1913-09-04,"Chicago, IL",USA,41.876228,-87.638416,male,Rockefeller University,"New York, NY",USA,39.828175,-98.5795
243,1911-06-25,"New York, NY",USA,40.715758,-74.0113,male,Rockefeller University,"New York, NY",USA,39.828175,-98.5795
397,1915-11-19,"Burlingame, KS",USA,38.750833,-95.835833,male,Vanderbilt University,"Nashville, TN",USA,39.828175,-98.5795
93,1900-06-05,Budapest,Hungary,47.497799,19.038285,male,Imperial College,London,United Kingdom,54.6,-2.0
529,1913-12-18,Lübeck,Germany,53.869722,10.686389,male,,,,,
645,1904-07-12,Parral,Chile,-36.15,-71.833333,male,,,,,
680,1901-04-30,Pinsk,Russian Empire,52.115278,26.103056,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
240,1904-12-25,Hamburg,Germany,53.548276,9.987422,male,National Research Council of Canada,Ottawa,Canada,60.0,-110.0
394,1911-03-26,Leipzig,Germany,51.339522,12.384015,male,University College,London,United Kingdom,54.6,-2.0
395,1905-02-07,Stockholm,Sweden,59.325371,18.070794,male,Karolinska Institutet,Stockholm,Sweden,61.0,15.0
396,1912-05-30,"New York, NY",USA,40.715758,-74.0113,male,National Institutes of Health,"Bethesda, MD",USA,39.828175,-98.5795
91,1908-05-30,Norrköping,Sweden,58.588471,16.197026,male,Royal Institute of Technology,Stockholm,Sweden,61.0,15.0
92,1904-11-22,Lyon,France,45.758889,4.841389,male,University of Grenoble,Grenoble,France,47.0,2.0
528,1914-03-25,"Cresco, IA",USA,43.374444,-92.115,male,,,,,
644,1918-12-11,Kislovodsk,Russia,43.906977,42.715772,male,,,,,
679,1915-05-15,"Gary, IN",USA,41.580833,-87.345556,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
239,1906-09-06,Paris,France,48.860093,2.355954,male,Institute for Biochemical Research,Buenos Aires,Argentina,-34.0,-64.0
391,1906-09-04,Berlin,Germany,52.522265,13.406852,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
392,1908-12-04,"Owosso, MI",USA,42.997778,-84.176667,male,Carnegie Institution of Washington,"Long Island, New York, NY",USA,39.828175,-98.5795
393,1912-08-13,Turin,Italy,45.071277,7.685561,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
90,1929-09-15,"New York, NY",USA,40.715758,-74.0113,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
643,1906-04-13,Dublin,Ireland,53.351676,-6.261504,male,,,,,
677,1895-03-03,Oslo,Norway,59.917165,10.750092,male,University of Oslo,Oslo,Norway,65.0,11.0
678,1903-04-12,the Hague,the Netherlands,52.070359,4.300254,male,The Netherlands School of Economics,Rotterdam,the Netherlands,52.316667,5.55
237,1918-09-08,Gravesend,United Kingdom,51.441667,0.368611,male,Imperial College,London,United Kingdom,54.6,-2.0
238,1897-05-17,Kristiania,Norway,59.917165,10.750092,male,University of Oslo,Oslo,Norway,65.0,11.0
388,1922-01-28,"Urbana, IL",USA,40.110863,-88.206265,male,Cornell University,"Ithaca, NY",USA,39.828175,-98.5795
389,1922-01-09,Raipur,India,21.251788,81.629678,male,University of Wisconsin,"Madison, WI",USA,39.828175,-98.5795
390,1927-04-10,"New York, NY",USA,40.715758,-74.0113,male,National Institutes of Health,"Bethesda, MD",USA,39.828175,-98.5795
89,1911-06-13,"San Francisco, CA",USA,37.774498,-122.429706,male,University of California,"Berkeley, CA",USA,39.828175,-98.5795
526,1887-10-05,Bayonne,France,43.4925,-1.476389,male,,,,,
642,1899-06-11,Osaka,Japan,34.693756,135.50145,male,,,,,
236,1903-11-27,Kristiania,Norway,59.917165,10.750092,male,Yale University,"New Haven, CT",USA,39.828175,-98.5795
385,1900-10-30,Helsinki,Russian Empire,60.167874,24.958234,male,Karolinska Institutet,Stockholm,Sweden,61.0,15.0
386,1903-12-22,"Bloomsburg, PA",USA,41.0025,-76.458056,male,Rockefeller University,"New York, NY",USA,39.828175,-98.5795
387,1906-11-18,"New York, NY",USA,40.715758,-74.0113,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
88,1906-07-02,Strasbourg,Germany,48.573361,7.752464,male,Cornell University,"Ithaca, NY",USA,39.828175,-98.5795
641,1899-10-19,Guatemala City,Guatemala,14.609861,-90.52525,male,,,,,
233,1927-05-09,Bochum,Germany,51.483333,7.216667,male,Max-Planck-Institut für Physikalische Chemie,Göttingen,Germany,51.0,10.0
234,1897-11-09,Cambridge,United Kingdom,52.194605,0.135092,male,Institute of Physical Chemistry,Cambridge,United Kingdom,54.6,-2.0
235,1920-12-06,Stainforth,United Kingdom,53.595833,-1.025278,male,Royal Institution of Great Britain,London,United Kingdom,54.6,-2.0
383,1879-10-05,"Baltimore, MD",USA,39.291586,-76.625305,male,Rockefeller University,"New York, NY",USA,39.828175,-98.5795
384,1901-09-22,"Halifax, Nova Scotia",Canada,44.647778,-63.571389,male,"University of Chicago, Ben May Laboratory for Cancer Research","Chicago, IL",USA,39.828175,-98.5795
87,1902-05-03,Guebwiller,Germany,47.9075,7.210278,male,École Normale Supérieure,Paris,France,47.0,2.0
639,1888-07-17,Buczacz,Austria-Hungary,49.066667,25.383333,male,,,,,
640,1891-12-10,Berlin,Germany,52.522265,13.406852,female,,,,,
232,1896-06-07,"Newburyport, MA",USA,42.8125,-70.877222,male,University of Chicago,"Chicago, IL",USA,39.828175,-98.5795
380,1920-06-17,Nancy,France,48.691336,6.185111,male,Institut Pasteur,Paris,France,47.0,2.0
381,1902-05-08,Ainay-le-Château,France,46.711389,2.6925,male,Institut Pasteur,Paris,France,47.0,2.0
382,1910-02-09,Paris,France,48.860093,2.355954,male,Institut Pasteur,Paris,France,47.0,2.0
84,1906-03-31,Kyoto,Japan,35.017709,135.761432,male,Tokyo University of Education,Tokyo,Japan,35.0,136.0
85,1918-02-12,"New York, NY",USA,40.715758,-74.0113,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
86,1918-05-11,"New York, NY",USA,40.715758,-74.0113,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
638,1905-05-24,Veshenskaya,Russia,49.628994,41.725105,male,,,,,
231,1917-04-10,"Boston, MA",USA,42.36042,-71.05681,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
378,1912-01-21,Neisse,Germany,50.471389,17.333889,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
379,1911-04-06,Munich,Germany,48.134703,11.581995,male,Max-Planck-Institut für Zellchemie,Munich,Germany,51.0,10.0
81,1915-07-28,"Greenville, SC",USA,34.844444,-82.385556,male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,39.828175,-98.5795
82,1922-12-14,Usman,USSR,52.05,39.733333,male,P.N. Lebedev Physical Institute,Moscow,Russia,66.416667,94.25
83,1916-07-11,Atherton,Australia,-17.265556,145.474167,male,P.N. Lebedev Physical Institute,Moscow,Russia,66.416667,94.25
524,1929-01-15,"Atlanta, GA",USA,33.747848,-84.390614,male,,,,,
637,1905-06-21,Paris,France,48.860093,2.355954,male,,,,,
230,1910-05-12,Cairo,Egypt,30.044388,31.235725,female,"University of Oxford, Royal Society",Oxford,United Kingdom,54.6,-2.0
375,1903-01-27,Melbourne,Australia,-37.797306,144.929422,male,Australian National University,Canberra,Australia,-28.0,137.0
376,1914-02-05,Banbury,United Kingdom,52.061389,-1.339167,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
377,1917-11-22,Hampstead,United Kingdom,51.554167,-0.174444,male,University College,London,United Kingdom,54.6,-2.0
78,1902-11-17,Budapest,Austria-Hungary,47.497799,19.038285,male,Princeton University,"Princeton, NJ",USA,39.828175,-98.5795
79,1906-06-28,Kattowitz,Germany,50.25,19.0,female,University of California,"San Diego, CA",USA,39.828175,-98.5795
80,1907-06-25,Hamburg,Germany,53.548276,9.987422,male,University of Heidelberg,Heidelberg,Germany,51.0,10.0
635,1900-03-13,Smyrna,Ottoman Empire,38.4,27.166667,male,,,,,
228,1898-11-26,Helsa,Germany,51.226667,9.671667,male,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany,51.0,10.0
229,1903-02-26,Imperia,Italy,43.886467,8.029653,male,Institute of Technology,Milan,Italy,42.5,12.5
372,1916-06-08,Northampton,United Kingdom,52.233333,-0.9,male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,54.6,-2.0
373,1928-04-06,"Chicago, IL",USA,41.876228,-87.638416,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
374,1916-12-15,Pongaroa,New Zealand,-40.544518,176.190327,male,London University,London,United Kingdom,54.6,-2.0
77,1908-01-22,Baku,Russian Empire,40.366656,49.835183,male,Academy of Sciences,Moscow,Russia,66.416667,94.25
217,1901-02-28,"Portland, OR",USA,45.516667,-122.666667,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
634,1902-02-27,"Salinas, CA",USA,36.677778,-121.655556,male,,,,,
226,1914-05-19,Vienna,Austria,48.207646,16.372793,male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,54.6,-2.0
227,1917-03-24,Oxford,United Kingdom,51.753363,-1.260979,male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,54.6,-2.0
371,1899-06-03,Budapest,Hungary,47.497799,19.038285,male,Harvard University,"Cambridge, MA",USA,39.828175,-98.5795
75,1915-02-05,"New York, NY",USA,40.715758,-74.0113,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
76,1929-01-31,Munich,Germany,48.134703,11.581995,male,Technical University,Munich,Germany,51.0,10.0
520,1905-07-29,Jönköping,Sweden,57.78145,14.15618,male,,,,,
633,1892-10-10,Dolac,Bosnia,44.220729,17.671263,male,,,,,
225,1911-04-08,"St. Paul, MN",USA,44.944167,-93.093611,male,University of California,"Berkeley, CA",USA,39.828175,-98.5795
369,1899-09-03,Traralgon,Australia,-38.195806,146.54,male,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia,-28.0,137.0
370,1915-02-28,Rio de Janeiro,Brazil,-22.911111,-43.205556,male,University College,London,United Kingdom,54.6,-2.0
74,1926-09-21,"Cleveland, OH",USA,41.496386,-81.710675,male,University of California,"Berkeley, CA",USA,39.828175,-98.5795
519,1898-01-01,Bulawayo,Southern Rhodesia,-20.166667,28.566667,male,,,,,
631,1887-05-31,Pointe-à-Pitre,Guadeloupe Island,16.241111,-61.533056,male,,,,,
224,1908-12-17,"Grand Valley, CO",USA,,,male,University of California,"Los Angeles, CA",USA,39.828175,-98.5795
367,1905-09-24,Luarca,Spain,43.542136,-6.535927,male,"New York University, College of Medicine","New York, NY",USA,39.828175,-98.5795
368,1918-03-03,"Brooklyn, NY",USA,40.676379,-73.949819,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
72,1905-02-01,Tivoli,Italy,41.959693,12.801692,male,University of California,"Berkeley, CA",USA,39.828175,-98.5795
73,1920-07-10,"San Francisco, CA",USA,37.774498,-122.429706,male,University of California,"Berkeley, CA",USA,39.828175,-98.5795
518,1889-11-01,London,United Kingdom,51.510235,-0.120852,male,,,,,
630,1901-08-20,Modica,Italy,36.867222,14.761389,male,,,,,
223,1890-12-20,Prague,Austria-Hungary,50.07507,14.42989,male,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czech Republic,50.0,16.0
364,1903-10-22,"Wahoo, NE",USA,41.211111,-96.619806,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
365,1909-12-14,"Boulder, CO",USA,40.014316,-105.269847,male,Rockefeller Institute for Medical Research,"New York, NY",USA,39.828175,-98.5795
366,1925-05-23,"Montclair, NJ",USA,40.82593,-74.20903,male,University of Wisconsin,"Madison, WI",USA,39.828175,-98.5795
70,1904-07-28,Novaya Chigla,Russia,51.223332,40.478054,male,P.N. Lebedev Physical Institute,Moscow,Russia,66.416667,94.25
721,1908-10-23,Leningrad,Russia,59.956651,30.333547,male,Lomonosov Moscow State University,Moscow,Russia,66.416667,94.25
71,1895-07-08,Vladivostok,Russia,43.116667,131.9,male,Lomonosov Moscow State University,Moscow,Russia,66.416667,94.25
517,1910-02-10,Dinant,Belgium,50.879204,4.701168,male,,,,,
629,1890-02-10,Moscow,Russia,55.741387,37.618892,male,,,,,
222,1918-08-13,Rendcombe,United Kingdom,51.785,-1.975,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
363,1907-03-23,Neuchâtel,Switzerland,46.99014,6.929775,male,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,42.5,12.5
68,1922-09-22,"Hofei, Anhwei",China,31.822809,117.221802,male,Institute for Advanced Study,"Princeton, NJ",USA,39.828175,-98.5795
69,1926-11-24,Shanghai,China,31.23441,121.490343,male,Columbia University,"New York, NY",USA,39.828175,-98.5795
516,1897-04-23,Toronto,Canada,43.654211,-79.384956,male,,,,,
628,1913-11-07,Mondovi,French Algeria,44.395064,7.819452,male,,,,,
221,1907-10-02,Glasgow,Scotland,55.861111,-4.25,male,University of Cambridge,Cambridge,United Kingdom,54.6,-2.0
360,1895-09-24,Paris,France,48.860093,2.355954,male,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","New York, NY",USA,39.828175,-98.5795
361,1904-08-29,Berlin,Germany,52.522265,13.406852,male,Mainz University,Mainz,Germany,51.0,10.0
362,1895-10-30,"Orange, NJ",USA,40.768056,-74.236111,male,Columbia University,"New York, NY",USA,39.828175,-98.5795
65,1910-02-13,London,United Kingdom,51.510235,-0.120852,male,"Semiconductor Laboratory of Beckman Instruments, Inc.","Mountain View, CA",USA,39.828175,-98.5795
66,1908-05-23,"Madison, WI",USA,43.071835,-89.386688,male,University of Illinois,"Urbana, IL",USA,39.828175,-98.5795
67,1902-02-10,Amoy,China,24.479722,118.081944,male,Bell Telephone Laboratories,"Murray Hill, NJ",USA,39.828175,-98.5795
627,1881-12-24,Moguer,Spain,37.274772,-6.837103,male,,,,,
219,1897-05-19,London,United Kingdom,51.510235,-0.120852,male,University of Oxford,Oxford,United Kingdom,54.6,-2.0
220,1896-04-03,Saratov,Russia,51.533333,46.0,male,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,Russia,66.416667,94.25
359,1903-07-06,Linköping,Sweden,58.409418,15.625656,male,"Karolinska Institutet, Nobel Medical Institute",Stockholm,Sweden,61.0,15.0
63,1913-07-12,"Los Angeles, CA",USA,34.062144,-118.225001,male,Stanford University,"Stanford, CA",USA,39.828175,-98.5795
64,1911-01-26,Blankenburg,Germany,51.816521,10.976386,male,Columbia University,"New York, NY",USA,39.828175,-98.5795
626,1902-04-23,Reykjavik,Iceland,64.145844,-21.9436,male,,,,,
218,1901-05-18,"Chicago, IL",USA,41.876228,-87.638416,male,Cornell University,"Ithaca, NY",USA,39.828175,-98.5795
356,1897-02-10,"West Hartford, CT",USA,41.358658,-72.151939,male,Harvard Medical School,"Boston, MA",USA,39.828175,-98.5795
357,1915-06-15,"Ann Arbor, MI",USA,42.281061,-83.745758,male,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",USA,39.828175,-98.5795
358,1916-08-25,"Auburn, AL",USA,32.597778,-85.480833,male,Western Reserve University,"Cleveland, OH",USA,39.828175,-98.5795
61,1882-12-11,Breslau,Germany,51.11,17.0325,male,Edinburgh University,Edinburgh,United Kingdom,54.6,-2.0
62,1891-01-08,Oranienburg,Germany,52.752674,13.239452,male,University of Heidelberg,Heidelberg,Germany,51.0,10.0
625,1899-07-21,"Oak Park, IL",USA,41.888333,-87.789444,male,,,,,
217,1901-02-28,"Portland, OR",USA,45.516667,-122.666667,male,California Institute of Technology (Caltech),"Pasadena, CA",USA,39.828175,-98.5795
354,1900-08-25,Hildesheim,Germany,52.156017,9.956681,male,Sheffield University,Sheffield,United Kingdom,54.6,-2.0
