"Award_Year","Category","Date_Awarded","Prize_Amount","Prize_Amount_Adj","Prize_Link","Portion","Sort_Order","Motivation","Laureate_Full_Name","Laureate_Known_Name","Organization_Name","Laureate_Link","laureate_id","Birth_Date","Birth_City","Birth_Country","Birth_Lat","Birth_Lon","Gender","Affiliation_Name","Award_City","Award_Country","Award_Lat","Award_Lon","Age_When_Awarded","Org_Type","Sole_Winner","Org_Name","Org_Founded_Date","Founded_Country"
"1981","Physiology or Medicine","1981-10-09",1000000,3318750,"https://api.nobelprize.org/2/nobelPrize/med/1981","'1/4'",3,"for their discoveries concerning information processing in the visual system","Torsten N. Wiesel","Torsten N. Wiesel","","https://api.nobelprize.org/2/laureate/424","424","1924-06-03","Uppsala","Sweden",59.858503,17.638748,"male","Harvard Medical School","Boston, MA","USA",39.828175,-98.5795,57.0,"Human",False,"","",""
"1981","Physics","1981-10-19",1000000,3318750,"https://api.nobelprize.org/2/nobelPrize/phy/1981","'1/4'",1,"for their contribution to the development of laser spectroscopy","Nicolaas Bloembergen","Nicolaas Bloembergen","","https://api.nobelprize.org/2/laureate/118","118","1920-03-11","Dordrecht","the Netherlands",51.813496,4.689689,"male","Harvard University","Cambridge, MA","USA",39.828175,-98.5795,61.0,"Human",False,"","",""
"1981","Physics","1981-10-19",1000000,3318750,"https://api.nobelprize.org/2/nobelPrize/phy/1981","'1/4'",2,"for their contribution to the development of laser spectroscopy","Arthur Leonard Schawlow","Arthur L. Schawlow","","https://api.nobelprize.org/2/laureate/119","119","1921-05-05","Mount Vernon, NY","USA",40.914167,-73.830556,"male","Stanford University","Stanford, CA","USA",39.828175,-98.5795,60.0,"Human",False,"","",""
"1981","Physics","1981-10-19",1000000,3318750,"https://api.nobelprize.org/2/nobelPrize/phy/1981","'1/2'",3,"for his contribution to the development of high-resolution electron spectroscopy","Kai M. Siegbahn","Kai M. Siegbahn","","https://api.nobelprize.org/2/laureate/120","120","1918-04-20","Lund","Sweden",55.708313,13.199164,"male","Uppsala University","Uppsala","Sweden",61.0,15.0,63.0,"Human",False,"","",""
"1981","Peace","1981-10-14",1000000,3318750,"https://api.nobelprize.org/2/nobelPrize/pea/1981","'1'",1,"for promoting the fundamental rights of refugees","","","Office of the United Nations High Commissioner for Refugees","https://api.nobelprize.org/2/laureate/515","515","","","","","","","","","","","","","Organization",True,"Office of the United Nations High Commissioner for Refugees","1950-12-14","Switzerland"
"1981","Literature","1981-10-15",1000000,3318750,"https://api.nobelprize.org/2/nobelPrize/lit/1981","'1'",1,"for writings marked by a broad outlook, a wealth of ideas and artistic power","Elias Canetti","Elias Canetti","","https://api.nobelprize.org/2/laureate/658","658","1905-07-25","Ruse","Bulgaria",43.844532,25.953907,"male","","","","","",76.0,"Human",True,"","",""
"1981","Economic Sciences","1981-10-13",1000000,3318750,"https://api.nobelprize.org/2/nobelPrize/eco/1981","'1'",1,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices","James Tobin","James Tobin","","https://api.nobelprize.org/2/laureate/695","695","1918-03-05","Champaign, IL","USA",40.112778,-88.261111,"male","Yale University","New Haven, CT","USA",39.828175,-98.5795,63.0,"Human",True,"","",""
"1981","Chemistry","1981-10-19",1000000,3318750,"https://api.nobelprize.org/2/nobelPrize/che/1981","'1/2'",1,"for their theories, developed independently, concerning the course of chemical reactions","Kenichi Fukui","Kenichi Fukui","","https://api.nobelprize.org/2/laureate/257","257","1918-10-04","Nara","Japan",34.685194,135.832944,"male","Kyoto University","Kyoto","Japan",35.0,136.0,63.0,"Human",False,"","",""
"1981","Chemistry","1981-10-19",1000000,3318750,"https://api.nobelprize.org/2/nobelPrize/che/1981","'1/2'",2,"for their theories, developed independently, concerning the course of chemical reactions","Roald Hoffmann","Roald Hoffmann","","https://api.nobelprize.org/2/laureate/258","258","1937-07-18","Zloczov","Poland",49.809226,24.901322,"male","Cornell University","Ithaca, NY","USA",39.828175,-98.5795,44.0,"Human",False,"","",""
"1980","Physiology or Medicine","1980-10-10",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/med/1980","'1/3'",1,"for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions","Baruj Benacerraf","Baruj Benacerraf","","https://api.nobelprize.org/2/laureate/419","419","1920-10-29","Caracas","Venezuela",10.485229,-66.905482,"male","Harvard Medical School","Boston, MA","USA",39.828175,-98.5795,59.0,"Human",False,"","",""
"1980","Physiology or Medicine","1980-10-10",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/med/1980","'1/3'",2,"for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions","Jean Dausset","Jean Dausset","","https://api.nobelprize.org/2/laureate/420","420","1916-10-19","Toulouse","France",43.604154,1.442453,"male","Université de Paris, Laboratoire Immuno-Hématologie","Paris","France",47.0,2.0,64.0,"Human",False,"","",""
"1980","Physiology or Medicine","1980-10-10",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/med/1980","'1/3'",3,"for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions","George D. Snell","George D. Snell","","https://api.nobelprize.org/2/laureate/421","421","1903-12-19","Bradford, MA","USA",42.769444,-71.075833,"male","Jackson Laboratory","Bar Harbor, ME","USA",39.828175,-98.5795,76.0,"Human",False,"","",""
"1980","Physics","1980-10-14",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/phy/1980","'1/2'",1,"for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons","James Watson Cronin","James Cronin","","https://api.nobelprize.org/2/laureate/116","116","1931-09-29","Chicago, IL","USA",41.876228,-87.638416,"male","University of Chicago","Chicago, IL","USA",39.828175,-98.5795,49.0,"Human",False,"","",""
"1980","Physics","1980-10-14",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/phy/1980","'1/2'",2,"for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons","Val Logsdon Fitch","Val Fitch","","https://api.nobelprize.org/2/laureate/117","117","1923-03-10","Merriman, NE","USA",42.919723,-101.700703,"male","Princeton University","Princeton, NJ","USA",39.828175,-98.5795,57.0,"Human",False,"","",""
"1980","Peace","1980-10-27",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/pea/1980","'1'",1,"for being a source of inspiration to repressed people, especially in Latin America","Adolfo Pérez Esquivel","Adolfo Pérez Esquivel","","https://api.nobelprize.org/2/laureate/541","541","1931-11-26","Buenos Aires","Argentina",-34.603443,-58.396729,"male","","","","","",48.0,"Human",True,"","",""
"1980","Literature","1980-10-09",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/lit/1980","'1'",1,"who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts","Czeslaw Milosz","Czeslaw Milosz","","https://api.nobelprize.org/2/laureate/657","657","1911-06-30","Śeteniai","Russian Empire",55.394722,24.032778,"male","","","","","",69.0,"Human",True,"","",""
"1980","Economic Sciences","1980-10-15",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/eco/1980","'1'",1,"for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies","Lawrence R. Klein","Lawrence R. Klein","","https://api.nobelprize.org/2/laureate/694","694","1920-09-14","Omaha, NE","USA",41.258611,-95.9375,"male","University of Pennsylvania","Philadelphia, PA","USA",39.828175,-98.5795,60.0,"Human",True,"","",""
"1980","Chemistry","1980-10-14",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/che/1980","'1/2'",1,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA","Paul Berg","Paul Berg","","https://api.nobelprize.org/2/laureate/254","254","1926-06-30","New York, NY","USA",40.715758,-74.0113,"male","Stanford University","Stanford, CA","USA",39.828175,-98.5795,54.0,"Human",False,"","",""
"1980","Chemistry","1980-10-14",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/che/1980","'1/4'",2,"for their contributions concerning the determination of base sequences in nucleic acids","Walter Gilbert","Walter Gilbert","","https://api.nobelprize.org/2/laureate/255","255","1932-03-21","Boston, MA","USA",42.36042,-71.05681,"male","Harvard University, Biological Laboratories","Cambridge, MA","USA",39.828175,-98.5795,48.0,"Human",False,"","",""
"1980","Chemistry","1980-10-14",880000,3273415,"https://api.nobelprize.org/2/nobelPrize/che/1980","'1/4'",3,"for their contributions concerning the determination of base sequences in nucleic acids","Frederick Sanger","Frederick Sanger","","https://api.nobelprize.org/2/laureate/222","222","1918-08-13","Rendcombe","United Kingdom",51.785,-1.975,"male","University of Cambridge","Cambridge","United Kingdom",54.6,-2.0,62.0,"Human",False,"","",""
"1979","Physiology or Medicine","1979-10-11",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/med/1979","'1/2'",1,"for the development of computer assisted tomography","Allan M. Cormack","Allan M. Cormack","","https://api.nobelprize.org/2/laureate/417","417","1924-02-23","Johannesburg","South Africa",-26.205387,28.045515,"male","Tufts University","Medford, MA","USA",39.828175,-98.5795,55.0,"Human",False,"","",""
"1979","Physiology or Medicine","1979-10-11",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/med/1979","'1/2'",2,"for the development of computer assisted tomography","Godfrey N. Hounsfield","Godfrey N. Hounsfield","","https://api.nobelprize.org/2/laureate/418","418","1919-08-28","Newark","United Kingdom",53.0765,-0.81,"male","Central Research Laboratories, EMI","London","United Kingdom",54.6,-2.0,60.0,"Human",False,"","",""
"1979","Physics","1979-10-15",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/phy/1979","'1/3'",1,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current","Sheldon Lee Glashow","Sheldon Glashow","","https://api.nobelprize.org/2/laureate/113","113","1932-12-05","New York, NY","USA",40.715758,-74.0113,"male","Harvard University, Lyman Laboratory","Cambridge, MA","USA",39.828175,-98.5795,46.0,"Human",False,"","",""
"1979","Physics","1979-10-15",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/phy/1979","'1/3'",2,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current","Abdus Salam","Abdus Salam","","https://api.nobelprize.org/2/laureate/114","114","1926-01-29","Jhang Maghiāna","India",31.268056,72.318056,"male","International Centre for Theoretical Physics","Trieste","Italy",42.5,12.5,53.0,"Human",False,"","",""
"1979","Physics","1979-10-15",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/phy/1979","'1/3'",3,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current","Steven Weinberg","Steven Weinberg","","https://api.nobelprize.org/2/laureate/115","115","1933-05-03","New York, NY","USA",40.715758,-74.0113,"male","Harvard University","Cambridge, MA","USA",39.828175,-98.5795,46.0,"Human",False,"","",""
"1979","Peace","1979-10-27",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/pea/1979","'1'",1,"for her work for bringing help to suffering humanity","Mother Teresa","Mother Teresa","","https://api.nobelprize.org/2/laureate/540","540","1910-08-26","Uskup","Ottoman Empire",41.996111,21.431667,"female","","","","","",69.0,"Human",True,"","",""
"1979","Literature","1979-10-18",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/lit/1979","'1'",1,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness","Odysseus Elytis","Odysseus Elytis","","https://api.nobelprize.org/2/laureate/655","655","1911-11-02","Iráklion","Crete",35.340278,25.134444,"male","","","","","",68.0,"Human",True,"","",""
"1979","Economic Sciences","1979-10-16",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/eco/1979","'1/2'",1,"for their pioneering research into economic development research with particular consideration of the problems of developing countries","Theodore W. Schultz","Theodore W. Schultz","","https://api.nobelprize.org/2/laureate/692","692","1902-04-30","Arlington, SD","USA",44.364444,-97.134722,"male","University of Chicago","Chicago, IL","USA",39.828175,-98.5795,77.0,"Human",False,"","",""
"1979","Economic Sciences","1979-10-16",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/eco/1979","'1/2'",2,"for their pioneering research into economic development research with particular consideration of the problems of developing countries","Sir Arthur Lewis","Sir Arthur Lewis","","https://api.nobelprize.org/2/laureate/693","693","1915-01-23","Castries","British West Indies",14.016667,-60.983333,"male","Princeton University","Princeton, NJ","USA",39.828175,-98.5795,64.0,"Human",False,"","",""
"1979","Chemistry","1979-10-15",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/che/1979","'1/2'",1,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis","Herbert C. Brown","Herbert C. Brown","","https://api.nobelprize.org/2/laureate/252","252","1912-05-22","London","United Kingdom",51.510235,-0.120852,"male","Purdue University","West Lafayette, IN","USA",39.828175,-98.5795,67.0,"Human",False,"","",""
"1979","Chemistry","1979-10-15",800000,3384861,"https://api.nobelprize.org/2/nobelPrize/che/1979","'1/2'",2,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis","Georg Wittig","Georg Wittig","","https://api.nobelprize.org/2/laureate/253","253","1897-06-16","Berlin","Germany",52.522265,13.406852,"male","University of Heidelberg","Heidelberg","Germany",51.0,10.0,82.0,"Human",False,"","",""
"1978","Physiology or Medicine","1978-10-12",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/med/1978","'1/3'",1,"for the discovery of restriction enzymes and their application to problems of molecular genetics","Werner Arber","Werner Arber","","https://api.nobelprize.org/2/laureate/414","414","1929-06-03","Gränichen","Switzerland",47.363636,8.092984,"male","Biozentrum der Universität","Basel","Switzerland",46.798562,8.231973,49.0,"Human",False,"","",""
"1978","Physiology or Medicine","1978-10-12",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/med/1978","'1/3'",2,"for the discovery of restriction enzymes and their application to problems of molecular genetics","Daniel Nathans","Daniel Nathans","","https://api.nobelprize.org/2/laureate/415","415","1928-10-30","Wilmington, DE","USA",39.74413,-75.548713,"male","Johns Hopkins University School of Medicine","Baltimore, MD","USA",39.828175,-98.5795,49.0,"Human",False,"","",""
"1978","Physiology or Medicine","1978-10-12",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/med/1978","'1/3'",3,"for the discovery of restriction enzymes and their application to problems of molecular genetics","Hamilton O. Smith","Hamilton O. Smith","","https://api.nobelprize.org/2/laureate/416","416","1931-08-23","New York, NY","USA",40.715758,-74.0113,"male","Johns Hopkins University School of Medicine","Baltimore, MD","USA",39.828175,-98.5795,47.0,"Human",False,"","",""
"1978","Physics","1978-10-17",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/phy/1978","'1/2'",1,"for his basic inventions and discoveries in the area of low-temperature physics","Pyotr Leonidovich Kapitsa","Pyotr Kapitsa","","https://api.nobelprize.org/2/laureate/110","110","1894-07-09","Kronshtadt","Russian Empire",59.990833,29.774722,"male","Academy of Sciences","Moscow","Russia",66.416667,94.25,84.0,"Human",False,"","",""
"1978","Physics","1978-10-17",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/phy/1978","'1/4'",2,"for their discovery of cosmic microwave background radiation","Arno Allan Penzias","Arno Penzias","","https://api.nobelprize.org/2/laureate/111","111","1933-04-26","Munich","Germany",48.134703,11.581995,"male","Bell Laboratories","Holmdel, NJ","USA",39.828175,-98.5795,45.0,"Human",False,"","",""
"1978","Physics","1978-10-17",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/phy/1978","'1/4'",3,"for their discovery of cosmic microwave background radiation","Robert Woodrow Wilson","Robert Woodrow Wilson","","https://api.nobelprize.org/2/laureate/112","112","1936-01-10","Houston, TX","USA",29.769539,-95.389817,"male","Bell Laboratories","Holmdel, NJ","USA",39.828175,-98.5795,42.0,"Human",False,"","",""
"1978","Peace","1978-10-27",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/pea/1978","'1/2'",1,"for jointly having negotiated peace between Egypt and Israel in 1978","Mohamed Anwar al-Sadat","Anwar al-Sadat","","https://api.nobelprize.org/2/laureate/538","538","1918-12-25","Mit Abu al-Kawm","Egypt",30.636667,30.913889,"male","","","","","",59.0,"Human",False,"","",""
"1978","Peace","1978-10-27",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/pea/1978","'1/2'",2,"for jointly having negotiated peace between Egypt and Israel in 1978","Menachem Begin","Menachem Begin","","https://api.nobelprize.org/2/laureate/539","539","1913-08-16","Brest Litovsk","Russian Empire",52.099275,23.766053,"male","","","","","",65.0,"Human",False,"","",""
"1978","Literature","1978-10-05",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/lit/1978","'1'",1,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life","Isaac Bashevis Singer","Isaac Bashevis Singer","","https://api.nobelprize.org/2/laureate/654","654","1904-07-14","Leoncin","Russian Empire",52.393567,20.533848,"male","","","","","",74.0,"Human",True,"","",""
"1978","Economic Sciences","1978-10-16",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/eco/1978","'1'",1,"for his pioneering research into the decision-making process within economic organizations","Herbert A. Simon","Herbert Simon","","https://api.nobelprize.org/2/laureate/691","691","1916-06-15","Milwaukee, WI","USA",43.05,-87.95,"male","Carnegie Mellon University","Pittsburgh, PA","USA",39.828175,-98.5795,62.0,"Human",True,"","",""
"1978","Chemistry","1978-10-17",725000,3283369,"https://api.nobelprize.org/2/nobelPrize/che/1978","'1'",1,"for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory","Peter D. Mitchell","Peter Mitchell","","https://api.nobelprize.org/2/laureate/251","251","1920-09-29","Mitcham","United Kingdom",51.400833,-0.151667,"male","Glynn Research Laboratories","Bodmin","United Kingdom",54.6,-2.0,58.0,"Human",True,"","",""
"1977","Physiology or Medicine","1977-10-13",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/med/1977","'1/4'",1,"for their discoveries concerning the peptide hormone production of the brain","Roger Guillemin","Roger Guillemin","","https://api.nobelprize.org/2/laureate/411","411","1924-01-11","Dijon","France",47.320903,5.041144,"male","The Salk Institute","San Diego, CA","USA",39.828175,-98.5795,53.0,"Human",False,"","",""
"1977","Physiology or Medicine","1977-10-13",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/med/1977","'1/4'",2,"for their discoveries concerning the peptide hormone production of the brain","Andrew V. Schally","Andrew V. Schally","","https://api.nobelprize.org/2/laureate/412","412","1926-11-30","Wilno","Poland",54.687046,25.282911,"male","Veterans Administration Hospital","New Orleans, LA","USA",39.828175,-98.5795,50.0,"Human",False,"","",""
"1977","Physiology or Medicine","1977-10-13",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/med/1977","'1/2'",3,"for the development of radioimmunoassays of peptide hormones","Rosalyn Yalow","Rosalyn Yalow","","https://api.nobelprize.org/2/laureate/413","413","1921-07-19","New York, NY","USA",40.715758,-74.0113,"female","Veterans Administration Hospital","Bronx, NY","USA",39.828175,-98.5795,56.0,"Human",False,"","",""
"1977","Physics","1977-10-11",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/phy/1977","'1/3'",1,"for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems","Philip Warren Anderson","Philip W. Anderson","","https://api.nobelprize.org/2/laureate/107","107","1923-12-13","Indianapolis, IN","USA",39.768611,-86.158056,"male","Bell Telephone Laboratories","Murray Hill, NJ","USA",39.828175,-98.5795,53.0,"Human",False,"","",""
"1977","Physics","1977-10-11",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/phy/1977","'1/3'",2,"for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems","Sir Nevill Francis Mott","Sir Nevill F. Mott","","https://api.nobelprize.org/2/laureate/108","108","1905-09-30","Leeds","United Kingdom",53.7975,-1.543611,"male","University of Cambridge","Cambridge","United Kingdom",54.6,-2.0,72.0,"Human",False,"","",""
"1977","Physics","1977-10-11",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/phy/1977","'1/3'",3,"for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems","John Hasbrouck Van Vleck","John H. Van Vleck","","https://api.nobelprize.org/2/laureate/109","109","1899-03-13","Middletown, CT","USA",41.562222,-72.651111,"male","Harvard University","Cambridge, MA","USA",39.828175,-98.5795,78.0,"Human",False,"","",""
"1977","Peace","1977-10-10",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/pea/1977","'1'",1,"for worldwide respect for human rights","","","Amnesty International","https://api.nobelprize.org/2/laureate/537","537","","","","","","","","","","","","","Organization",True,"Amnesty International","1961-01-01","United Kingdom"
"1977","Literature","1977-10-06",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/lit/1977","'1'",1,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars","Vicente Aleixandre","Vicente Aleixandre","","https://api.nobelprize.org/2/laureate/653","653","1898-04-26","Sevilla","Spain",37.389092,-5.984459,"male","","","","","",79.0,"Human",True,"","",""
"1977","Economic Sciences","1977-10-14",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/eco/1977","'1/2'",1,"for their pathbreaking contribution to the theory of international trade and international capital movements","Bertil Ohlin","Bertil Ohlin","","https://api.nobelprize.org/2/laureate/689","689","1899-04-23","Klippan","Sweden",56.134611,13.1474,"male","Stockholm School of Economics","Stockholm","Sweden",61.0,15.0,78.0,"Human",False,"","",""
"1977","Economic Sciences","1977-10-14",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/eco/1977","'1/2'",2,"for their pathbreaking contribution to the theory of international trade and international capital movements","James E. Meade","James E. Meade","","https://api.nobelprize.org/2/laureate/690","690","1907-06-23","Swanage","United Kingdom",50.61,-1.96,"male","University of Cambridge","Cambridge","United Kingdom",54.6,-2.0,70.0,"Human",False,"","",""
"1977","Chemistry","1977-10-11",700000,3490141,"https://api.nobelprize.org/2/nobelPrize/che/1977","'1'",1,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures","Ilya Romanovich Prigogine","Ilya Prigogine","","https://api.nobelprize.org/2/laureate/250","250","1917-01-25","Moscow","Russia",55.741387,37.618892,"male","Université Libre de Bruxelles","Brussels","Belgium",50.641111,4.668056,60.0,"Human",True,"","",""
"1976","Physiology or Medicine","1976-10-14",681000,3786503,"https://api.nobelprize.org/2/nobelPrize/med/1976","'1/2'",1,"for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases","Baruch S. Blumberg","Baruch S. Blumberg","","https://api.nobelprize.org/2/laureate/409","409","1925-07-28","New York, NY","USA",40.715758,-74.0113,"male","The Institute for Cancer Research","Philadelphia, PA","USA",39.828175,-98.5795,51.0,"Human",False,"","",""
"1976","Physiology or Medicine","1976-10-14",681000,3786503,"https://api.nobelprize.org/2/nobelPrize/med/1976","'1/2'",2,"for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases","D. Carleton Gajdusek","D. Carleton Gajdusek","","https://api.nobelprize.org/2/laureate/410","410","1923-09-09","Yonkers, NY","USA",40.941389,-73.864444,"male","National Institutes of Health","Bethesda, MD","USA",39.828175,-98.5795,53.0,"Human",False,"","",""
"1976","Physics","1976-10-18",681000,3786503,"https://api.nobelprize.org/2/nobelPrize/phy/1976","'1/2'",1,"for their pioneering work in the discovery of a heavy elementary particle of a new kind","Burton Richter","Burton Richter","","https://api.nobelprize.org/2/laureate/105","105","1931-03-22","Brooklyn, NY","USA",40.676379,-73.949819,"male","Stanford Linear Accelerator Center","Stanford, CA","USA",39.828175,-98.5795,45.0,"Human",False,"","",""
"1976","Physics","1976-10-18",681000,3786503,"https://api.nobelprize.org/2/nobelPrize/phy/1976","'1/2'",2,"for their pioneering work in the discovery of a heavy elementary particle of a new kind","Samuel Chao Chung Ting","Samuel C.C. Ting","","https://api.nobelprize.org/2/laureate/106","106","1936-01-27","Ann Arbor, MI","USA",42.281061,-83.745758,"male","Massachusetts Institute of Technology (MIT)","Cambridge, MA","USA",39.828175,-98.5795,40.0,"Human",False,"","",""
"1976","Peace","1977-10-10",681000,3786503,"https://api.nobelprize.org/2/nobelPrize/pea/1976","'1/2'",1,"for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland","Elizabeth Williams","Betty Williams","","https://api.nobelprize.org/2/laureate/535","535","1943-05-22","Belfast","Northern Ireland",54.596439,-5.930276,"female","","","","","",34.0,"Human",False,"","",""
"1976","Peace","1977-10-10",681000,3786503,"https://api.nobelprize.org/2/nobelPrize/pea/1976","'1/2'",2,"for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland","Mairead Corrigan","Mairead Corrigan","","https://api.nobelprize.org/2/laureate/536","536","1944-01-27","Belfast","Northern Ireland",54.596439,-5.930276,"female","","","","","",33.0,"Human",False,"","",""
"1976","Literature","1976-10-21",681000,3786503,"https://api.nobelprize.org/2/nobelPrize/lit/1976","'1'",1,"for the human understanding and subtle analysis of contemporary culture that are combined in his work","Saul Bellow","Saul Bellow","","https://api.nobelprize.org/2/laureate/652","652","1915-06-10","Montreal","Canada",45.502786,-73.569058,"male","","","","","",61.0,"Human",True,"","",""
"1976","Economic Sciences","1976-10-14",681000,3786503,"https://api.nobelprize.org/2/nobelPrize/eco/1976","'1'",1,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy","Milton Friedman","Milton Friedman","","https://api.nobelprize.org/2/laureate/688","688","1912-07-31","Brooklyn, NY","USA",40.676379,-73.949819,"male","University of Chicago","Chicago, IL","USA",39.828175,-98.5795,64.0,"Human",True,"","",""
"1976","Chemistry","1976-10-18",681000,3786503,"https://api.nobelprize.org/2/nobelPrize/che/1976","'1'",1,"for his studies on the structure of boranes illuminating problems of chemical bonding","William N. Lipscomb","William Lipscomb","","https://api.nobelprize.org/2/laureate/249","249","1919-12-09","Cleveland, OH","USA",41.496386,-81.710675,"male","Harvard University","Cambridge, MA","USA",39.828175,-98.5795,56.0,"Human",True,"","",""
"1975","Physiology or Medicine","1975-10-16",630000,3856254,"https://api.nobelprize.org/2/nobelPrize/med/1975","'1/3'",1,"for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell","David Baltimore","David Baltimore","","https://api.nobelprize.org/2/laureate/406","406","1938-03-07","New York, NY","USA",40.715758,-74.0113,"male","Massachusetts Institute of Technology (MIT)","Cambridge, MA","USA",39.828175,-98.5795,37.0,"Human",False,"","",""
"1975","Physiology or Medicine","1975-10-16",630000,3856254,"https://api.nobelprize.org/2/nobelPrize/med/1975","'1/3'",2,"for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell","Renato Dulbecco","Renato Dulbecco","","https://api.nobelprize.org/2/laureate/407","407","1914-02-22","Catanzaro","Italy",38.909244,16.588033,"male","Imperial Cancer Research Fund Laboratory","London","United Kingdom",54.6,-2.0,61.0,"Human",False,"","",""
"1975","Physiology or Medicine","1975-10-16",630000,3856254,"https://api.nobelprize.org/2/nobelPrize/med/1975","'1/3'",3,"for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell","Howard Martin Temin","Howard M. Temin","","https://api.nobelprize.org/2/laureate/408","408","1934-12-10","Philadelphia, PA","USA",39.957132,-75.174342,"male","University of Wisconsin","Madison, WI","USA",39.828175,-98.5795,40.0,"Human",False,"","",""
"1975","Physics","1975-10-17",630000,3856254,"https://api.nobelprize.org/2/nobelPrize/phy/1975","'1/3'",1,"for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection","Aage Niels Bohr","Aage N. Bohr","","https://api.nobelprize.org/2/laureate/102","102","1922-06-19","Copenhagen","Denmark",55.678127,12.572532,"male","Niels Bohr Institute","Copenhagen","Denmark",56.0,10.0,53.0,"Human",False,"","",""
