"laureate_id","Category","Affiliation_Name","Award_Year","Motivation","Date_Awarded","Award_City","Award_Country","Award_Lat","Award_Lon"
"414","Physiology or Medicine","Biozentrum der Universität","1978","for the discovery of restriction enzymes and their application to problems of molecular genetics","1978-10-12","Basel","Switzerland",46.798562,8.231973
"415","Physiology or Medicine","Johns Hopkins University School of Medicine","1978","for the discovery of restriction enzymes and their application to problems of molecular genetics","1978-10-12","Baltimore, MD","USA",39.828175,-98.5795
"416","Physiology or Medicine","Johns Hopkins University School of Medicine","1978","for the discovery of restriction enzymes and their application to problems of molecular genetics","1978-10-12","Baltimore, MD","USA",39.828175,-98.5795
"110","Physics","Academy of Sciences","1978","for his basic inventions and discoveries in the area of low-temperature physics","1978-10-17","Moscow","Russia",66.416667,94.25
"111","Physics","Bell Laboratories","1978","for their discovery of cosmic microwave background radiation","1978-10-17","Holmdel, NJ","USA",39.828175,-98.5795
"112","Physics","Bell Laboratories","1978","for their discovery of cosmic microwave background radiation","1978-10-17","Holmdel, NJ","USA",39.828175,-98.5795
"538","Peace","","1978","for jointly having negotiated peace between Egypt and Israel in 1978","1978-10-27","","","",""
"539","Peace","","1978","for jointly having negotiated peace between Egypt and Israel in 1978","1978-10-27","","","",""
"654","Literature","","1978","for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life","1978-10-05","","","",""
"691","Economic Sciences","Carnegie Mellon University","1978","for his pioneering research into the decision-making process within economic organizations","1978-10-16","Pittsburgh, PA","USA",39.828175,-98.5795
"251","Chemistry","Glynn Research Laboratories","1978","for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory","1978-10-17","Bodmin","United Kingdom",54.6,-2.0
"411","Physiology or Medicine","The Salk Institute","1977","for their discoveries concerning the peptide hormone production of the brain","1977-10-13","San Diego, CA","USA",39.828175,-98.5795
"412","Physiology or Medicine","Veterans Administration Hospital","1977","for their discoveries concerning the peptide hormone production of the brain","1977-10-13","New Orleans, LA","USA",39.828175,-98.5795
"413","Physiology or Medicine","Veterans Administration Hospital","1977","for the development of radioimmunoassays of peptide hormones","1977-10-13","Bronx, NY","USA",39.828175,-98.5795
"107","Physics","Bell Telephone Laboratories","1977","for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems","1977-10-11","Murray Hill, NJ","USA",39.828175,-98.5795
"108","Physics","University of Cambridge","1977","for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems","1977-10-11","Cambridge","United Kingdom",54.6,-2.0
"109","Physics","Harvard University","1977","for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems","1977-10-11","Cambridge, MA","USA",39.828175,-98.5795
"537","Peace","","1977","for worldwide respect for human rights","1977-10-10","","","",""
"653","Literature","","1977","for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars","1977-10-06","","","",""
"689","Economic Sciences","Stockholm School of Economics","1977","for their pathbreaking contribution to the theory of international trade and international capital movements","1977-10-14","Stockholm","Sweden",61.0,15.0
"690","Economic Sciences","University of Cambridge","1977","for their pathbreaking contribution to the theory of international trade and international capital movements","1977-10-14","Cambridge","United Kingdom",54.6,-2.0
"250","Chemistry","Université Libre de Bruxelles","1977","for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures","1977-10-11","Brussels","Belgium",50.641111,4.668056
"409","Physiology or Medicine","The Institute for Cancer Research","1976","for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases","1976-10-14","Philadelphia, PA","USA",39.828175,-98.5795
"410","Physiology or Medicine","National Institutes of Health","1976","for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases","1976-10-14","Bethesda, MD","USA",39.828175,-98.5795
"105","Physics","Stanford Linear Accelerator Center","1976","for their pioneering work in the discovery of a heavy elementary particle of a new kind","1976-10-18","Stanford, CA","USA",39.828175,-98.5795
"106","Physics","Massachusetts Institute of Technology (MIT)","1976","for their pioneering work in the discovery of a heavy elementary particle of a new kind","1976-10-18","Cambridge, MA","USA",39.828175,-98.5795
"535","Peace","","1976","for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland","1977-10-10","","","",""
"536","Peace","","1976","for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland","1977-10-10","","","",""
"652","Literature","","1976","for the human understanding and subtle analysis of contemporary culture that are combined in his work","1976-10-21","","","",""
"688","Economic Sciences","University of Chicago","1976","for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy","1976-10-14","Chicago, IL","USA",39.828175,-98.5795
"249","Chemistry","Harvard University","1976","for his studies on the structure of boranes illuminating problems of chemical bonding","1976-10-18","Cambridge, MA","USA",39.828175,-98.5795
"406","Physiology or Medicine","Massachusetts Institute of Technology (MIT)","1975","for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell","1975-10-16","Cambridge, MA","USA",39.828175,-98.5795
"407","Physiology or Medicine","Imperial Cancer Research Fund Laboratory","1975","for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell","1975-10-16","London","United Kingdom",54.6,-2.0
"408","Physiology or Medicine","University of Wisconsin","1975","for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell","1975-10-16","Madison, WI","USA",39.828175,-98.5795
"102","Physics","Niels Bohr Institute","1975","for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection","1975-10-17","Copenhagen","Denmark",56.0,10.0
"103","Physics","Nordita","1975","for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection","1975-10-17","Copenhagen","Denmark",56.0,10.0
"104","Physics","Columbia University","1975","for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection","1975-10-17","New York, NY","USA",39.828175,-98.5795
"534","Peace","","1975","for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations","1975-10-09","","","",""
"651","Literature","","1975","for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions","1975-10-23","","","",""
"686","Economic Sciences","Academy of Sciences","1975","for their contributions to the theory of optimum allocation of resources","1975-10-14","Moscow","Russia",66.416667,94.25
"687","Economic Sciences","Yale University","1975","for their contributions to the theory of optimum allocation of resources","1975-10-14","New Haven, CT","USA",39.828175,-98.5795
"247","Chemistry","University of Sussex","1975","for his work on the stereochemistry of enzyme-catalyzed reactions","1975-10-17","Brighton","United Kingdom",54.6,-2.0
"248","Chemistry","Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology)","1975","for his research into the stereochemistry of organic molecules and reactions","1975-10-17","Zurich","Switzerland",46.798562,8.231973
"403","Physiology or Medicine","Université Catholique de Louvain","1974","for their discoveries concerning the structural and functional organization of the cell","1974-10-10","Louvain","Belgium",50.641111,4.668056
"404","Physiology or Medicine","Rockefeller University","1974","for their discoveries concerning the structural and functional organization of the cell","1974-10-10","New York, NY","USA",39.828175,-98.5795
"405","Physiology or Medicine","Yale University, School of Medicine","1974","for their discoveries concerning the structural and functional organization of the cell","1974-10-10","New Haven, CT","USA",39.828175,-98.5795
"100","Physics","University of Cambridge","1974","for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars","1974-10-15","Cambridge","United Kingdom",54.6,-2.0
"101","Physics","University of Cambridge","1974","for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars","1974-10-15","Cambridge","United Kingdom",54.6,-2.0
"532","Peace","","1974","for his efforts to secure and develop human rights throughout the world","1974-10-09","","","",""
"533","Peace","","1974","for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty","1974-10-09","","","",""
"649","Literature","","1974","for a narrative art, far-seeing in lands and ages, in the service of freedom","1974-10-03","","","",""
"650","Literature","","1974","for writings that catch the dewdrop and reflect the cosmos","1974-10-03","","","",""
"684","Economic Sciences","","1974","for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena","1974-10-09","","","",""
"685","Economic Sciences","","1974","for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena","1974-10-09","","","",""
"246","Chemistry","Stanford University","1974","for his fundamental achievements, both theoretical and experimental, in the physical chemistry of the macromolecules","1974-10-15","Stanford, CA","USA",39.828175,-98.5795
"400","Physiology or Medicine","Zoologisches Institut der Universität München","1973","for their discoveries concerning organization and elicitation of individual and social behaviour patterns","1973-10-11","Munich","Germany",51.0,10.0
"401","Physiology or Medicine","Konrad-Lorenz-Institut der Österreichischen Akademie der Wissen­schaften, Forschungsstelle für Ethologie","1973","for their discoveries concerning organization and elicitation of individual and social behaviour patterns","1973-10-11","Altenberg; Grünau im Almtal","Austria",48.0,14.0
"402","Physiology or Medicine","University of Oxford","1973","for their discoveries concerning organization and elicitation of individual and social behaviour patterns","1973-10-11","Oxford","United Kingdom",54.6,-2.0
"97","Physics","IBM Thomas J. Watson Research Center","1973","for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively","1973-10-23","Yorktown Heights, NY","USA",39.828175,-98.5795
"98","Physics","General Electric Company","1973","for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively","1973-10-23","Schenectady, NY","USA",39.828175,-98.5795
"99","Physics","University of Cambridge","1973","for his theoretical predictions of the properties of a supercurrent through a tunnel barrier, in particular those phenomena which are generally known as the Josephson effects","1973-10-23","Cambridge","United Kingdom",54.6,-2.0
"530","Peace","","1973","for jointly having negotiated a cease fire in Vietnam in 1973","1973-10-17","","","",""
"531","Peace","","1973","for jointly having negotiated a cease fire in Vietnam in 1973","1973-10-17","","","",""
"648","Literature","","1973","for an epic and psychological narrative art which has introduced a new continent into literature","1973-10-25","","","",""
"683","Economic Sciences","Harvard University","1973","for the development of the input-output method and for its application to important economic problems","1973-10-18","Cambridge, MA","USA",39.828175,-98.5795
"244","Chemistry","Technical University","1973","for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds","1973-10-23","Munich","Germany",51.0,10.0
"245","Chemistry","Imperial College","1973","for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds","1973-10-23","London","United Kingdom",54.6,-2.0
"398","Physiology or Medicine","Rockefeller University","1972","for their discoveries concerning the chemical structure of antibodies","1972-10-12","New York, NY","USA",39.828175,-98.5795
"399","Physiology or Medicine","University of Oxford","1972","for their discoveries concerning the chemical structure of antibodies","1972-10-12","Oxford","United Kingdom",54.6,-2.0
"66","Physics","University of Illinois","1972","for their jointly developed theory of superconductivity, usually called the BCS-theory","1972-10-20","Urbana, IL","USA",39.828175,-98.5795
"66","Physics","University of Illinois","1972","for their jointly developed theory of superconductivity, usually called the BCS-theory","1972-10-20","Urbana, IL","USA",39.828175,-98.5795
"95","Physics","Brown University","1972","for their jointly developed theory of superconductivity, usually called the BCS-theory","1972-10-20","Providence, RI","USA",39.828175,-98.5795
"96","Physics","University of Pennsylvania","1972","for their jointly developed theory of superconductivity, usually called the BCS-theory","1972-10-20","Philadelphia, PA","USA",39.828175,-98.5795
"647","Literature","","1972","for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature","1972-10-19","","","",""
"681","Economic Sciences","All Souls College","1972","for their pioneering contributions to general economic equilibrium theory and welfare theory","1972-10-25","Oxford","United Kingdom",54.6,-2.0
"682","Economic Sciences","Harvard University","1972","for their pioneering contributions to general economic equilibrium theory and welfare theory","1972-10-25","Cambridge, MA","USA",39.828175,-98.5795
"241","Chemistry","National Institutes of Health","1972","for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation","1972-10-20","Bethesda, MD","USA",39.828175,-98.5795
"242","Chemistry","Rockefeller University","1972","for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule","1972-10-20","New York, NY","USA",39.828175,-98.5795
"243","Chemistry","Rockefeller University","1972","for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule","1972-10-20","New York, NY","USA",39.828175,-98.5795
"397","Physiology or Medicine","Vanderbilt University","1971","for his discoveries concerning the mechanisms of the action of hormones","1971-10-14","Nashville, TN","USA",39.828175,-98.5795
"93","Physics","Imperial College","1971","for his invention and development of the holographic method","1971-11-02","London","United Kingdom",54.6,-2.0
"529","Peace","","1971","for paving the way for a meaningful dialogue between East and West","1971-10-21","","","",""
"645","Literature","","1971","for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams","1971-10-21","","","",""
"680","Economic Sciences","Harvard University","1971","for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development","1971-10-15","Cambridge, MA","USA",39.828175,-98.5795
"240","Chemistry","National Research Council of Canada","1971","for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals","1971-11-02","Ottawa","Canada",60.0,-110.0
"394","Physiology or Medicine","University College","1970","for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation","1970-10-15","London","United Kingdom",54.6,-2.0
"395","Physiology or Medicine","Karolinska Institutet","1970","for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation","1970-10-15","Stockholm","Sweden",61.0,15.0
"396","Physiology or Medicine","National Institutes of Health","1970","for their discoveries concerning the humoral transmitters in the nerve terminals and the mechanism for their storage, release and inactivation","1970-10-15","Bethesda, MD","USA",39.828175,-98.5795
"91","Physics","Royal Institute of Technology","1970","for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics","1970-10-27","Stockholm","Sweden",61.0,15.0
"92","Physics","University of Grenoble","1970","for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics","1970-10-27","Grenoble","France",47.0,2.0
"528","Peace","","1970","for having given a well-founded hope - the green revolution","1970-10-21","","","",""
"644","Literature","","1970","for the ethical force with which he has pursued the indispensable traditions of Russian literature","1970-10-08","","","",""
"679","Economic Sciences","Massachusetts Institute of Technology (MIT)","1970","for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science","1970-10-26","Cambridge, MA","USA",39.828175,-98.5795
"239","Chemistry","Institute for Biochemical Research","1970","for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates","1970-10-27","Buenos Aires","Argentina",-34.0,-64.0
"391","Physiology or Medicine","California Institute of Technology (Caltech)","1969","for their discoveries concerning the replication mechanism and the genetic structure of viruses","1969-10-16","Pasadena, CA","USA",39.828175,-98.5795
"392","Physiology or Medicine","Carnegie Institution of Washington","1969","for their discoveries concerning the replication mechanism and the genetic structure of viruses","1969-10-16","Long Island, New York, NY","USA",39.828175,-98.5795
"393","Physiology or Medicine","Massachusetts Institute of Technology (MIT)","1969","for their discoveries concerning the replication mechanism and the genetic structure of viruses","1969-10-16","Cambridge, MA","USA",39.828175,-98.5795
"90","Physics","California Institute of Technology (Caltech)","1969","for his contributions and discoveries concerning the classification of elementary particles and their interactions","1969-10-30","Pasadena, CA","USA",39.828175,-98.5795
"527","Peace","","1969","for creating international legislation insuring certain norms for working conditions in every country","1969-10-20","","","",""
"643","Literature","","1969","for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation","1969-10-23","","","",""
"677","Economic Sciences","University of Oslo","1969","for having developed and applied dynamic models for the analysis of economic processes","1969-10-27","Oslo","Norway",65.0,11.0
"678","Economic Sciences","The Netherlands School of Economics","1969","for having developed and applied dynamic models for the analysis of economic processes","1969-10-27","Rotterdam","the Netherlands",52.316667,5.55
"237","Chemistry","Imperial College","1969","for their contributions to the development of the concept of conformation and its application in chemistry","1969-10-30","London","United Kingdom",54.6,-2.0
"238","Chemistry","University of Oslo","1969","for their contributions to the development of the concept of conformation and its application in chemistry","1969-10-30","Oslo","Norway",65.0,11.0
"388","Physiology or Medicine","Cornell University","1968","for their interpretation of the genetic code and its function in protein synthesis","1968-10-16","Ithaca, NY","USA",39.828175,-98.5795
"389","Physiology or Medicine","University of Wisconsin","1968","for their interpretation of the genetic code and its function in protein synthesis","1968-10-16","Madison, WI","USA",39.828175,-98.5795
"390","Physiology or Medicine","National Institutes of Health","1968","for their interpretation of the genetic code and its function in protein synthesis","1968-10-16","Bethesda, MD","USA",39.828175,-98.5795
"89","Physics","University of California","1968","for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis","1968-10-30","Berkeley, CA","USA",39.828175,-98.5795
"526","Peace","","1968","for his struggle to ensure the rights of man as stipulated in the UN Declaration","1968-10-09","","","",""
"642","Literature","","1968","for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind","1968-10-17","","","",""
"236","Chemistry","Yale University","1968","for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes","1968-10-30","New Haven, CT","USA",39.828175,-98.5795
"385","Physiology or Medicine","Karolinska Institutet","1967","for their discoveries concerning the primary physiological and chemical visual processes in the eye","1967-10-18","Stockholm","Sweden",61.0,15.0
"386","Physiology or Medicine","Rockefeller University","1967","for their discoveries concerning the primary physiological and chemical visual processes in the eye","1967-10-18","New York, NY","USA",39.828175,-98.5795
"387","Physiology or Medicine","Harvard University","1967","for their discoveries concerning the primary physiological and chemical visual processes in the eye","1967-10-18","Cambridge, MA","USA",39.828175,-98.5795
"88","Physics","Cornell University","1967","for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars","1967-10-30","Ithaca, NY","USA",39.828175,-98.5795
"641","Literature","","1967","for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America","1967-10-19","","","",""
"233","Chemistry","Max-Planck-Institut für Physikalische Chemie","1967","for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy","1967-10-30","Göttingen","Germany",51.0,10.0
"234","Chemistry","Institute of Physical Chemistry","1967","for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy","1967-10-30","Cambridge","United Kingdom",54.6,-2.0
"235","Chemistry","Royal Institution of Great Britain","1967","for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy","1967-10-30","London","United Kingdom",54.6,-2.0
"383","Physiology or Medicine","Rockefeller University","1966","for his discovery of tumour-inducing viruses","1966-10-13","New York, NY","USA",39.828175,-98.5795
"384","Physiology or Medicine","University of Chicago, Ben May Laboratory for Cancer Research","1966","for his discoveries concerning hormonal treatment of prostatic cancer","1966-10-13","Chicago, IL","USA",39.828175,-98.5795
"87","Physics","École Normale Supérieure","1966","for the discovery and development of optical methods for studying Hertzian resonances in atoms","1966-11-03","Paris","France",47.0,2.0
"639","Literature","","1966","for his profoundly characteristic narrative art with motifs from the life of the Jewish people","1966-10-20","","","",""
"640","Literature","","1966","for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength","1966-10-20","","","",""
"232","Chemistry","University of Chicago","1966","for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method","1966-11-03","Chicago, IL","USA",39.828175,-98.5795
"380","Physiology or Medicine","Institut Pasteur","1965","for their discoveries concerning genetic control of enzyme and virus synthesis","1965-10-14","Paris","France",47.0,2.0
"381","Physiology or Medicine","Institut Pasteur","1965","for their discoveries concerning genetic control of enzyme and virus synthesis","1965-10-14","Paris","France",47.0,2.0
"382","Physiology or Medicine","Institut Pasteur","1965","for their discoveries concerning genetic control of enzyme and virus synthesis","1965-10-14","Paris","France",47.0,2.0
"84","Physics","Tokyo University of Education","1965","for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles","1965-10-21","Tokyo","Japan",35.0,136.0
"85","Physics","Harvard University","1965","for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles","1965-10-21","Cambridge, MA","USA",39.828175,-98.5795
"86","Physics","California Institute of Technology (Caltech)","1965","for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles","1965-10-21","Pasadena, CA","USA",39.828175,-98.5795
"525","Peace","","1965","for its effort to enhance solidarity between nations and reduce the difference between rich and poor states","1965-10-26","","","",""
"638","Literature","","1965","for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people","1965-10-15","","","",""
"231","Chemistry","Harvard University","1965","for his outstanding achievements in the art of organic synthesis","1965-10-21","Cambridge, MA","USA",39.828175,-98.5795
"378","Physiology or Medicine","Harvard University","1964","for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism","1964-10-15","Cambridge, MA","USA",39.828175,-98.5795
"379","Physiology or Medicine","Max-Planck-Institut für Zellchemie","1964","for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism","1964-10-15","Munich","Germany",51.0,10.0
"81","Physics","Massachusetts Institute of Technology (MIT)","1964","for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle","1964-10-29","Cambridge, MA","USA",39.828175,-98.5795
"82","Physics","P.N. Lebedev Physical Institute","1964","for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle","1964-10-29","Moscow","Russia",66.416667,94.25
"83","Physics","P.N. Lebedev Physical Institute","1964","for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle","1964-10-29","Moscow","Russia",66.416667,94.25
"524","Peace","","1964","for his non-violent struggle for civil rights for the Afro-American population","1964-10-14","","","",""
"637","Literature","","1964","for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age","1964-10-22","","","",""
"230","Chemistry","University of Oxford, Royal Society","1964","for her determinations by X-ray techniques of the structures of important biochemical substances","1964-10-29","Oxford","United Kingdom",54.6,-2.0
"375","Physiology or Medicine","Australian National University","1963","for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane","1963-10-17","Canberra","Australia",-28.0,137.0
"376","Physiology or Medicine","University of Cambridge","1963","for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane","1963-10-17","Cambridge","United Kingdom",54.6,-2.0
"377","Physiology or Medicine","University College","1963","for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane","1963-10-17","London","United Kingdom",54.6,-2.0
"78","Physics","Princeton University","1963","for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles","1963-11-05","Princeton, NJ","USA",39.828175,-98.5795
"79","Physics","University of California","1963","for their discoveries concerning nuclear shell structure","1963-11-05","San Diego, CA","USA",39.828175,-98.5795
"80","Physics","University of Heidelberg","1963","for their discoveries concerning nuclear shell structure","1963-11-05","Heidelberg","Germany",51.0,10.0
"482","Peace","","1963","for promoting the principles of the Geneva Convention and cooperation with the UN","1963-10-10","","","",""
"482","Peace","","1963","for promoting the principles of the Geneva Convention and cooperation with the UN","1963-10-10","","","",""
"482","Peace","","1963","for promoting the principles of the Geneva Convention and cooperation with the UN","1963-10-10","","","",""
"523","Peace","","1963","for promoting the principles of the Geneva Convention and cooperation with the UN","1963-10-10","","","",""
"635","Literature","","1963","for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture","1963-10-24","","","",""
"228","Chemistry","Max-Planck-Institut für Kohlenforschung","1963","for their discoveries in the field of the chemistry and technology of high polymers","1963-11-05","Mülheim an der Ruhr","Germany",51.0,10.0
"229","Chemistry","Institute of Technology","1963","for their discoveries in the field of the chemistry and technology of high polymers","1963-11-05","Milan","Italy",42.5,12.5
"372","Physiology or Medicine","MRC Laboratory of Molecular Biology","1962","for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material","1962-10-18","Cambridge","United Kingdom",54.6,-2.0
"373","Physiology or Medicine","Harvard University","1962","for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material","1962-10-18","Cambridge, MA","USA",39.828175,-98.5795
"374","Physiology or Medicine","London University","1962","for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material","1962-10-18","London","United Kingdom",54.6,-2.0
"77","Physics","Academy of Sciences","1962","for his pioneering theories for condensed matter, especially liquid helium","1962-11-01","Moscow","Russia",66.416667,94.25
"217","Peace","California Institute of Technology (Caltech)","1962","for his fight against the nuclear arms race between East and West","1963-10-10","Pasadena, CA","USA",39.828175,-98.5795
"217","Peace","California Institute of Technology (Caltech)","1962","for his fight against the nuclear arms race between East and West","1963-10-10","Pasadena, CA","USA",39.828175,-98.5795
"634","Literature","","1962","for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception","1962-10-05","","","",""
"226","Chemistry","MRC Laboratory of Molecular Biology","1962","for their studies of the structures of globular proteins","1962-11-01","Cambridge","United Kingdom",54.6,-2.0
"227","Chemistry","MRC Laboratory of Molecular Biology","1962","for their studies of the structures of globular proteins","1962-11-01","Cambridge","United Kingdom",54.6,-2.0
"371","Physiology or Medicine","Harvard University","1961","for his discoveries of the physical mechanism of stimulation within the cochlea","1961-10-19","Cambridge, MA","USA",39.828175,-98.5795
"75","Physics","Stanford University","1961","for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons","1961-11-02","Stanford, CA","USA",39.828175,-98.5795
"76","Physics","Technical University","1961","for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name","1961-11-02","Munich","Germany",51.0,10.0
"520","Peace","","1961","for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter","1961-10-23","","","",""
"633","Literature","","1961","for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country","1961-10-26","","","",""
"225","Chemistry","University of California","1961","for his research on the carbon dioxide assimilation in plants","1961-11-02","Berkeley, CA","USA",39.828175,-98.5795
"369","Physiology or Medicine","Walter and Eliza Hall Institute for Medical Research","1960","for discovery of acquired immunological tolerance","1960-10-20","Melbourne","Australia",-28.0,137.0
"370","Physiology or Medicine","University College","1960","for discovery of acquired immunological tolerance","1960-10-20","London","United Kingdom",54.6,-2.0
"74","Physics","University of California","1960","for the invention of the bubble chamber","1960-11-03","Berkeley, CA","USA",39.828175,-98.5795
"519","Peace","","1960","for his non-violent struggle against apartheid","1961-10-23","","","",""
"631","Literature","","1960","for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time","1960-10-26","","","",""
"224","Chemistry","University of California","1960","for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science","1960-11-03","Los Angeles, CA","USA",39.828175,-98.5795
"367","Physiology or Medicine","New York University, College of Medicine","1959","for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid","1959-10-15","New York, NY","USA",39.828175,-98.5795
"368","Physiology or Medicine","Stanford University","1959","for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid","1959-10-15","Stanford, CA","USA",39.828175,-98.5795
"72","Physics","University of California","1959","for their discovery of the antiproton","1959-10-26","Berkeley, CA","USA",39.828175,-98.5795
"73","Physics","University of California","1959","for their discovery of the antiproton","1959-10-26","Berkeley, CA","USA",39.828175,-98.5795
"518","Peace","","1959","for his longstanding contribution to the cause of disarmament and peace","1959-11-05","","","",""
"630","Literature","","1959","for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times","1959-10-22","","","",""
"223","Chemistry","Polarographic Institute of the Czechoslovak Academy of Science","1959","for his discovery and development of the polarographic methods of analysis","1959-10-26","Prague","Czech Republic",50.0,16.0
"364","Physiology or Medicine","California Institute of Technology (Caltech)","1958","for their discovery that genes act by regulating definite chemical events","1958-10-30","Pasadena, CA","USA",39.828175,-98.5795
